ticket_id,customer_id,ticket_date,category,resolved,days_to_resolve
TKT01498,CUST0648,2023-07-15,Feature Request,0,
TKT01499,CUST0648,2023-08-10,Technical,1,8
TKT01500,CUST0648,2023-07-16,Technical,1,10
TKT01501,CUST0648,2023-06-22,Onboarding,1,9
TKT01502,CUST0648,2023-05-07,Bug Report,1,11
TKT01503,CUST0648,2023-05-27,Bug Report,1,11
TKT01504,CUST0649,2023-05-13,Onboarding,1,12
TKT01505,CUST0649,2024-02-07,Feature Request,0,
TKT01506,CUST0650,2023-07-18,Billing,1,6
TKT01507,CUST0650,2023-10-10,Bug Report,1,13
TKT01508,CUST0650,2023-12-14,Bug Report,1,14
TKT01509,CUST0651,2023-09-05,Feature Request,1,14
TKT01510,CUST0652,2022-09-22,Bug Report,1,14
TKT01511,CUST0652,2022-10-24,Onboarding,1,14
TKT01512,CUST0653,2023-05-20,Feature Request,1,3
TKT01513,CUST0653,2023-04-14,Technical,0,
TKT01514,CUST0654,2022-09-01,Feature Request,1,7
TKT01515,CUST0654,2023-02-10,Onboarding,1,12
TKT01516,CUST0654,2023-01-27,Technical,0,
TKT01517,CUST0654,2023-02-13,Technical,0,
TKT01518,CUST0654,2023-03-08,Onboarding,1,9
TKT01519,CUST0654,2022-08-04,Feature Request,1,5
TKT01520,CUST0654,2023-02-23,Feature Request,0,
TKT01521,CUST0654,2022-09-26,Technical,0,
TKT01522,CUST0655,2023-06-14,Feature Request,0,
TKT01523,CUST0655,2023-07-09,Bug Report,0,
TKT01524,CUST0655,2023-07-08,Billing,1,5
TKT01525,CUST0655,2023-08-14,Bug Report,1,11
TKT01526,CUST0655,2023-06-06,Bug Report,1,10
TKT01527,CUST0655,2023-08-07,Bug Report,1,5
TKT01528,CUST0656,2023-10-13,Onboarding,0,
TKT01529,CUST0656,2022-12-22,Billing,1,7
TKT01530,CUST0657,2024-02-02,Technical,1,1
TKT01531,CUST0657,2023-03-19,Technical,1,13
TKT01532,CUST0658,2022-09-13,Bug Report,1,7
TKT01533,CUST0659,2023-09-03,Bug Report,1,14
TKT01534,CUST0659,2023-11-16,Feature Request,0,
TKT01535,CUST0661,2023-07-09,Onboarding,1,3
TKT01536,CUST0662,2022-02-26,Bug Report,1,12
TKT01537,CUST0662,2022-03-07,Feature Request,1,5
TKT01538,CUST0662,2023-01-21,Feature Request,1,7
TKT01539,CUST0663,2024-03-17,Billing,1,12
TKT01540,CUST0664,2022-12-06,Onboarding,1,1
TKT01541,CUST0664,2023-08-10,Bug Report,1,12
TKT01542,CUST0667,2023-02-28,Feature Request,0,
TKT01543,CUST0667,2024-01-01,Feature Request,0,
TKT01544,CUST0668,2022-06-26,Bug Report,1,3
TKT01545,CUST0668,2023-01-10,Bug Report,1,13
TKT01546,CUST0668,2023-01-30,Feature Request,1,14
TKT01547,CUST0668,2022-09-01,Technical,1,2
TKT01548,CUST0669,2023-03-25,Billing,1,5
TKT01549,CUST0670,2023-11-27,Billing,1,3
TKT01550,CUST0670,2023-10-30,Feature Request,0,
TKT01551,CUST0673,2024-02-07,Feature Request,0,
TKT01552,CUST0673,2024-01-01,Technical,0,
TKT01553,CUST0673,2023-10-21,Technical,1,4
TKT01554,CUST0673,2023-05-16,Feature Request,1,2
TKT01555,CUST0673,2023-12-04,Feature Request,1,5
TKT01556,CUST0673,2024-01-13,Bug Report,1,14
TKT01557,CUST0673,2023-06-13,Technical,1,14
TKT01558,CUST0674,2023-12-18,Feature Request,1,8
TKT01559,CUST0674,2023-11-28,Feature Request,1,4
TKT01560,CUST0674,2023-10-19,Technical,0,
TKT01561,CUST0674,2023-12-07,Billing,1,1
TKT01562,CUST0674,2023-11-17,Feature Request,1,4
TKT01563,CUST0674,2023-11-17,Bug Report,1,3
TKT01564,CUST0674,2023-10-29,Onboarding,0,
TKT01565,CUST0674,2023-09-14,Bug Report,0,
TKT01566,CUST0676,2024-03-09,Technical,0,
TKT01567,CUST0676,2023-09-26,Bug Report,0,
TKT01568,CUST0676,2024-02-25,Feature Request,1,3
TKT01569,CUST0677,2024-02-11,Feature Request,1,7
TKT01570,CUST0678,2023-02-09,Feature Request,0,
TKT01571,CUST0678,2023-05-19,Technical,0,
TKT01572,CUST0679,2022-09-14,Bug Report,1,12
TKT01573,CUST0679,2022-11-25,Onboarding,1,1
TKT01574,CUST0679,2022-08-06,Onboarding,1,3
TKT01575,CUST0679,2022-08-20,Bug Report,1,4
TKT01576,CUST0680,2023-08-29,Billing,0,
TKT01577,CUST0680,2023-03-13,Bug Report,1,6
TKT01578,CUST0680,2023-09-09,Bug Report,1,12
TKT01579,CUST0680,2023-02-17,Feature Request,1,6
TKT01580,CUST0680,2023-04-17,Billing,1,10
TKT01581,CUST0680,2023-04-06,Technical,1,3
TKT01582,CUST0680,2023-02-13,Onboarding,1,12
TKT01583,CUST0681,2023-03-09,Bug Report,0,
TKT01584,CUST0681,2023-10-15,Bug Report,1,13
TKT01585,CUST0681,2024-02-16,Onboarding,1,14
TKT01586,CUST0682,2023-07-17,Bug Report,1,2
TKT01587,CUST0682,2023-06-12,Onboarding,1,7
TKT01588,CUST0682,2023-06-11,Technical,1,13
TKT01589,CUST0682,2023-07-18,Feature Request,0,
TKT01590,CUST0682,2023-06-20,Onboarding,1,14
TKT01591,CUST0682,2023-09-04,Feature Request,1,2
TKT01592,CUST0683,2023-08-18,Onboarding,0,
TKT01593,CUST0683,2022-06-02,Bug Report,0,
TKT01594,CUST0684,2022-10-07,Onboarding,1,5
TKT01595,CUST0684,2024-02-01,Bug Report,1,1
TKT01596,CUST0684,2023-07-23,Feature Request,1,2
TKT01597,CUST0685,2023-04-24,Billing,1,5
TKT01598,CUST0686,2023-10-21,Technical,1,11
TKT01599,CUST0686,2022-12-09,Bug Report,1,4
TKT01600,CUST0687,2023-12-22,Bug Report,0,
TKT01601,CUST0687,2023-11-17,Bug Report,1,6
TKT01602,CUST0687,2023-11-12,Billing,0,
TKT01603,CUST0687,2023-10-28,Billing,1,14
TKT01604,CUST0687,2023-09-15,Feature Request,1,13
TKT01605,CUST0688,2024-01-15,Onboarding,0,
TKT01606,CUST0688,2024-03-20,Billing,1,8
TKT01607,CUST0688,2024-03-23,Bug Report,1,5
TKT01608,CUST0689,2023-06-20,Billing,1,3
TKT01609,CUST0689,2023-06-11,Bug Report,1,11
TKT01610,CUST0689,2023-07-28,Bug Report,1,5
TKT01611,CUST0691,2023-05-05,Feature Request,1,3
TKT01612,CUST0691,2023-08-11,Onboarding,1,14
TKT01613,CUST0691,2023-06-11,Feature Request,0,
TKT01614,CUST0693,2023-09-14,Feature Request,1,5
TKT01615,CUST0693,2023-07-30,Feature Request,1,7
TKT01616,CUST0693,2024-03-04,Technical,0,
TKT01617,CUST0694,2022-07-12,Onboarding,1,6
TKT01618,CUST0694,2022-07-14,Onboarding,1,9
TKT01619,CUST0694,2022-09-14,Billing,1,4
TKT01620,CUST0694,2022-09-24,Bug Report,0,
TKT01621,CUST0694,2022-01-28,Bug Report,1,4
TKT01622,CUST0694,2022-12-02,Technical,1,5
TKT01623,CUST0694,2022-07-25,Billing,1,12
TKT01624,CUST0694,2022-09-08,Technical,0,
TKT01625,CUST0695,2023-02-04,Bug Report,1,5
TKT01626,CUST0695,2022-12-13,Bug Report,1,5
TKT01627,CUST0695,2023-02-01,Billing,0,
TKT01628,CUST0695,2022-11-18,Billing,0,
TKT01629,CUST0696,2022-11-24,Billing,1,5
TKT01630,CUST0696,2022-12-22,Technical,1,14
TKT01631,CUST0696,2023-02-27,Technical,1,3
TKT01632,CUST0697,2022-12-18,Billing,0,
TKT01633,CUST0697,2023-07-24,Bug Report,0,
TKT01634,CUST0697,2023-06-20,Onboarding,1,3
TKT01635,CUST0697,2022-12-20,Bug Report,1,6
TKT01636,CUST0697,2023-05-08,Billing,1,2
TKT01637,CUST0698,2023-04-29,Technical,1,12
TKT01638,CUST0699,2023-06-14,Billing,0,
TKT01639,CUST0699,2023-04-20,Onboarding,1,14
TKT01640,CUST0699,2024-01-06,Billing,1,12
TKT01641,CUST0700,2022-10-10,Technical,0,
TKT01642,CUST0700,2022-10-05,Feature Request,1,1
TKT01643,CUST0700,2022-09-30,Onboarding,1,7
TKT01644,CUST0700,2022-10-12,Technical,1,13
TKT01645,CUST0700,2022-08-27,Billing,1,3
TKT01646,CUST0700,2022-07-22,Feature Request,1,2
TKT01647,CUST0700,2022-07-02,Feature Request,1,6
TKT01648,CUST0700,2022-08-09,Billing,0,
TKT01649,CUST0701,2022-11-21,Onboarding,1,9
TKT01650,CUST0701,2022-09-14,Onboarding,1,10
TKT01651,CUST0701,2022-12-26,Onboarding,1,2
TKT01652,CUST0701,2022-09-22,Technical,1,6
TKT01653,CUST0701,2023-03-20,Billing,1,11
TKT01654,CUST0701,2022-05-25,Feature Request,0,
TKT01655,CUST0701,2022-07-22,Technical,1,4
TKT01656,CUST0701,2023-05-30,Bug Report,1,13
TKT01657,CUST0702,2022-06-23,Feature Request,1,12
TKT01658,CUST0702,2022-12-27,Technical,1,1
TKT01659,CUST0702,2022-07-04,Billing,0,
TKT01660,CUST0702,2022-07-01,Feature Request,1,7
TKT01661,CUST0702,2022-05-10,Feature Request,1,12
TKT01662,CUST0703,2022-04-26,Onboarding,1,4
TKT01663,CUST0703,2022-04-18,Bug Report,1,14
TKT01664,CUST0703,2022-04-08,Billing,0,
TKT01665,CUST0703,2022-04-01,Bug Report,1,14
TKT01666,CUST0703,2022-03-17,Bug Report,1,8
TKT01667,CUST0703,2022-03-25,Onboarding,1,4
TKT01668,CUST0704,2023-02-27,Feature Request,1,5
TKT01669,CUST0704,2023-02-24,Bug Report,1,8
TKT01670,CUST0704,2023-05-27,Billing,0,
TKT01671,CUST0705,2023-06-05,Bug Report,1,3
TKT01672,CUST0706,2022-12-14,Technical,1,12
TKT01673,CUST0706,2023-04-07,Technical,1,13
TKT01674,CUST0706,2024-03-24,Technical,1,10
TKT01675,CUST0707,2023-08-07,Onboarding,1,8
TKT01676,CUST0708,2022-12-14,Bug Report,1,3
TKT01677,CUST0708,2022-11-22,Feature Request,1,10
TKT01678,CUST0709,2022-07-10,Billing,1,3
TKT01679,CUST0709,2022-07-21,Feature Request,1,7
TKT01680,CUST0709,2022-07-02,Onboarding,1,6
TKT01681,CUST0709,2022-07-07,Billing,0,
TKT01682,CUST0709,2022-06-29,Bug Report,0,
TKT01683,CUST0709,2022-07-03,Billing,1,8
TKT01684,CUST0710,2024-01-26,Feature Request,1,6
TKT01685,CUST0710,2023-02-23,Feature Request,1,8
TKT01686,CUST0710,2023-04-14,Onboarding,0,
TKT01687,CUST0710,2023-10-16,Onboarding,0,
TKT01688,CUST0710,2023-08-31,Onboarding,0,
TKT01689,CUST0710,2023-02-14,Technical,1,12
TKT01690,CUST0710,2023-10-29,Technical,1,8
TKT01691,CUST0710,2023-09-24,Onboarding,0,
TKT01692,CUST0711,2023-08-10,Feature Request,1,7
TKT01693,CUST0713,2023-09-17,Billing,1,2
TKT01694,CUST0713,2023-05-22,Technical,1,13
TKT01695,CUST0713,2023-07-29,Bug Report,0,
TKT01696,CUST0713,2023-08-02,Technical,0,
TKT01697,CUST0713,2023-09-24,Technical,1,11
TKT01698,CUST0713,2023-04-26,Technical,1,2
TKT01699,CUST0713,2023-07-09,Feature Request,0,
TKT01700,CUST0714,2022-04-04,Onboarding,1,9
TKT01701,CUST0715,2023-12-20,Bug Report,1,9
TKT01702,CUST0715,2022-10-08,Bug Report,1,6
TKT01703,CUST0715,2023-05-06,Bug Report,0,
TKT01704,CUST0716,2023-08-02,Bug Report,0,
TKT01705,CUST0716,2023-10-15,Onboarding,1,6
TKT01706,CUST0717,2024-02-01,Billing,0,
TKT01707,CUST0717,2023-11-02,Bug Report,1,7
TKT01708,CUST0718,2022-08-27,Feature Request,0,
TKT01709,CUST0718,2022-08-10,Billing,1,5
TKT01710,CUST0718,2022-11-11,Bug Report,1,8
TKT01711,CUST0719,2023-11-27,Bug Report,1,2
TKT01712,CUST0719,2024-02-24,Technical,1,11
TKT01713,CUST0719,2024-02-27,Technical,1,7
TKT01714,CUST0720,2023-04-30,Technical,1,2
TKT01715,CUST0720,2023-10-28,Billing,0,
TKT01716,CUST0721,2023-04-01,Billing,0,
TKT01717,CUST0721,2023-03-21,Onboarding,1,4
TKT01718,CUST0721,2023-05-09,Bug Report,0,
TKT01719,CUST0721,2023-05-28,Bug Report,1,3
TKT01720,CUST0722,2023-11-06,Billing,1,10
TKT01721,CUST0723,2023-06-16,Feature Request,1,10
TKT01722,CUST0723,2023-08-25,Onboarding,1,2
TKT01723,CUST0723,2023-07-23,Billing,1,3
TKT01724,CUST0724,2022-06-10,Bug Report,0,
TKT01725,CUST0724,2022-06-04,Billing,0,
TKT01726,CUST0724,2022-10-02,Feature Request,0,
TKT01727,CUST0725,2023-02-15,Onboarding,0,
TKT01728,CUST0725,2023-07-10,Feature Request,0,
TKT01729,CUST0726,2023-05-15,Technical,1,10
TKT01730,CUST0726,2023-04-25,Feature Request,1,1
TKT01731,CUST0726,2023-04-12,Feature Request,0,
TKT01732,CUST0726,2023-04-13,Bug Report,1,9
TKT01733,CUST0726,2023-04-30,Feature Request,1,5
TKT01734,CUST0729,2023-12-16,Feature Request,1,10
TKT01735,CUST0729,2024-02-03,Feature Request,1,3
TKT01736,CUST0730,2022-07-17,Bug Report,1,4
TKT01737,CUST0731,2023-05-22,Billing,0,
TKT01738,CUST0731,2022-07-31,Onboarding,0,
TKT01739,CUST0731,2023-05-13,Onboarding,0,
TKT01740,CUST0731,2022-05-14,Onboarding,1,9
TKT01741,CUST0731,2022-10-04,Bug Report,1,9
TKT01742,CUST0731,2022-10-22,Onboarding,1,10
TKT01743,CUST0731,2023-02-22,Onboarding,0,
TKT01744,CUST0732,2024-03-08,Technical,1,4
TKT01745,CUST0732,2023-06-03,Feature Request,1,11
TKT01746,CUST0733,2023-03-07,Technical,1,5
TKT01747,CUST0733,2023-07-19,Bug Report,1,4
TKT01748,CUST0734,2023-10-08,Technical,1,5
TKT01749,CUST0734,2024-01-03,Feature Request,1,5
TKT01750,CUST0735,2023-01-02,Bug Report,1,3
TKT01751,CUST0735,2022-07-23,Onboarding,0,
TKT01752,CUST0735,2023-01-06,Feature Request,1,14
TKT01753,CUST0735,2022-09-15,Billing,1,2
TKT01754,CUST0735,2022-11-05,Technical,1,9
TKT01755,CUST0735,2023-01-08,Feature Request,1,13
TKT01756,CUST0736,2023-02-05,Feature Request,1,8
TKT01757,CUST0736,2022-08-20,Technical,1,14
TKT01758,CUST0736,2022-10-21,Feature Request,1,13
TKT01759,CUST0736,2023-01-08,Billing,0,
TKT01760,CUST0736,2023-01-22,Feature Request,0,
TKT01761,CUST0736,2022-09-04,Feature Request,1,1
TKT01762,CUST0736,2022-12-16,Onboarding,0,
TKT01763,CUST0736,2022-12-12,Feature Request,1,2
TKT01764,CUST0737,2023-01-11,Bug Report,1,8
TKT01765,CUST0737,2022-08-19,Technical,1,9
TKT01766,CUST0737,2023-12-09,Billing,1,4
TKT01767,CUST0738,2023-01-13,Billing,1,12
TKT01768,CUST0739,2023-04-09,Onboarding,0,
TKT01769,CUST0739,2023-07-10,Billing,1,8
TKT01770,CUST0739,2023-07-28,Billing,1,9
TKT01771,CUST0739,2022-08-25,Bug Report,1,14
TKT01772,CUST0739,2023-04-29,Bug Report,0,
TKT01773,CUST0739,2023-07-16,Technical,1,8
TKT01774,CUST0739,2022-11-17,Technical,1,2
TKT01775,CUST0740,2024-01-05,Billing,1,6
TKT01776,CUST0740,2024-03-11,Onboarding,0,
TKT01777,CUST0741,2022-04-20,Billing,1,11
TKT01778,CUST0741,2022-04-20,Bug Report,1,1
TKT01779,CUST0741,2022-05-01,Technical,1,14
TKT01780,CUST0741,2022-04-22,Billing,1,11
TKT01781,CUST0741,2022-04-29,Feature Request,1,11
TKT01782,CUST0741,2022-05-05,Feature Request,1,7
TKT01783,CUST0741,2022-04-29,Bug Report,0,
TKT01784,CUST0741,2022-05-09,Feature Request,1,1
TKT01785,CUST0743,2024-01-09,Technical,0,
TKT01786,CUST0743,2023-10-17,Feature Request,1,14
TKT01787,CUST0743,2023-12-06,Onboarding,0,
TKT01788,CUST0743,2024-02-01,Feature Request,0,
TKT01789,CUST0743,2023-10-26,Technical,1,14
TKT01790,CUST0744,2023-05-15,Billing,1,5
TKT01791,CUST0744,2024-02-12,Billing,1,11
TKT01792,CUST0745,2023-02-10,Onboarding,1,6
TKT01793,CUST0745,2022-08-22,Technical,1,9
TKT01794,CUST0746,2022-05-16,Feature Request,1,5
TKT01795,CUST0746,2022-03-05,Technical,0,
TKT01796,CUST0746,2022-04-12,Bug Report,0,
TKT01797,CUST0746,2022-02-25,Bug Report,0,
TKT01798,CUST0746,2022-05-05,Bug Report,1,1
TKT01799,CUST0746,2022-04-03,Technical,1,3
TKT01800,CUST0746,2022-02-26,Technical,1,14
TKT01801,CUST0747,2022-06-29,Technical,1,2
TKT01802,CUST0747,2022-04-11,Technical,1,11
TKT01803,CUST0747,2022-04-19,Billing,1,7
TKT01804,CUST0747,2022-07-13,Bug Report,0,
TKT01805,CUST0747,2022-07-04,Bug Report,1,9
TKT01806,CUST0747,2022-05-15,Feature Request,1,9
TKT01807,CUST0747,2022-07-15,Billing,1,3
TKT01808,CUST0747,2022-04-06,Onboarding,1,11
TKT01809,CUST0748,2022-05-20,Technical,0,
TKT01810,CUST0749,2023-10-02,Feature Request,0,
TKT01811,CUST0749,2022-12-17,Onboarding,0,
TKT01812,CUST0749,2023-04-15,Feature Request,1,5
TKT01813,CUST0750,2023-10-20,Bug Report,1,11
TKT01814,CUST0750,2024-02-03,Technical,0,
TKT01815,CUST0750,2024-01-26,Feature Request,1,6
TKT01816,CUST0751,2023-08-22,Feature Request,1,4
TKT01817,CUST0751,2023-08-10,Billing,1,3
TKT01818,CUST0751,2023-06-11,Feature Request,1,1
TKT01819,CUST0752,2023-05-29,Technical,0,
TKT01820,CUST0752,2023-12-07,Billing,1,7
TKT01821,CUST0752,2023-08-18,Onboarding,1,2
TKT01822,CUST0752,2023-03-06,Feature Request,1,14
TKT01823,CUST0753,2023-11-11,Bug Report,1,6
TKT01824,CUST0754,2023-11-19,Technical,1,7
TKT01825,CUST0754,2024-02-25,Technical,0,
TKT01826,CUST0754,2024-02-19,Technical,1,12
TKT01827,CUST0755,2023-11-13,Billing,1,2
TKT01828,CUST0755,2023-04-25,Bug Report,1,13
TKT01829,CUST0755,2023-09-05,Onboarding,1,4
TKT01830,CUST0755,2023-10-04,Onboarding,1,4
TKT01831,CUST0755,2023-03-30,Technical,1,14
TKT01832,CUST0758,2023-04-22,Feature Request,1,7
TKT01833,CUST0758,2022-10-08,Bug Report,0,
TKT01834,CUST0758,2023-04-21,Technical,1,7
TKT01835,CUST0759,2023-02-28,Feature Request,1,5
TKT01836,CUST0760,2023-10-17,Billing,1,8
TKT01837,CUST0761,2023-11-23,Onboarding,0,
TKT01838,CUST0761,2024-03-08,Feature Request,1,6
TKT01839,CUST0761,2023-11-24,Feature Request,1,13
TKT01840,CUST0761,2024-01-22,Billing,1,4
TKT01841,CUST0761,2023-12-29,Bug Report,0,
TKT01842,CUST0762,2023-11-21,Bug Report,1,14
TKT01843,CUST0762,2023-06-18,Technical,1,14
TKT01844,CUST0763,2022-07-01,Bug Report,1,10
TKT01845,CUST0763,2022-08-28,Billing,1,10
TKT01846,CUST0763,2022-07-17,Onboarding,1,14
TKT01847,CUST0764,2022-09-13,Bug Report,1,6
TKT01848,CUST0764,2024-03-16,Bug Report,1,6
TKT01849,CUST0764,2023-10-16,Technical,1,8
TKT01850,CUST0765,2023-09-08,Bug Report,1,10
TKT01851,CUST0766,2023-11-23,Billing,0,
TKT01852,CUST0767,2023-11-07,Feature Request,0,
TKT01853,CUST0767,2023-03-25,Bug Report,1,5
TKT01854,CUST0767,2024-03-03,Billing,1,6
TKT01855,CUST0768,2023-11-26,Bug Report,0,
TKT01856,CUST0768,2023-12-31,Technical,1,6
TKT01857,CUST0769,2023-05-01,Technical,0,
TKT01858,CUST0769,2023-04-15,Bug Report,0,
TKT01859,CUST0769,2023-05-08,Onboarding,1,11
TKT01860,CUST0769,2023-04-07,Onboarding,1,6
TKT01861,CUST0769,2023-02-02,Feature Request,1,9
TKT01862,CUST0770,2023-11-14,Technical,0,
TKT01863,CUST0770,2023-07-01,Billing,1,11
TKT01864,CUST0770,2022-10-20,Billing,1,7
TKT01865,CUST0771,2023-02-18,Feature Request,0,
TKT01866,CUST0771,2023-06-18,Bug Report,1,12
TKT01867,CUST0771,2023-02-09,Bug Report,1,14
TKT01868,CUST0771,2023-07-28,Feature Request,1,13
TKT01869,CUST0772,2023-05-27,Billing,0,
TKT01870,CUST0772,2022-09-27,Onboarding,0,
TKT01871,CUST0772,2023-09-13,Technical,1,7
TKT01872,CUST0772,2023-04-02,Technical,1,7
TKT01873,CUST0772,2023-08-11,Technical,1,3
TKT01874,CUST0772,2022-10-23,Technical,1,6
TKT01875,CUST0773,2023-03-24,Onboarding,0,
TKT01876,CUST0774,2023-12-08,Billing,1,5
TKT01877,CUST0774,2023-12-05,Technical,0,
TKT01878,CUST0776,2024-01-21,Onboarding,1,2
TKT01879,CUST0776,2023-04-17,Billing,1,13
TKT01880,CUST0777,2022-09-10,Bug Report,1,7
TKT01881,CUST0779,2023-06-15,Billing,1,8
TKT01882,CUST0779,2023-06-06,Bug Report,1,1
TKT01883,CUST0779,2023-04-02,Technical,1,11
TKT01884,CUST0779,2022-04-11,Feature Request,0,
TKT01885,CUST0780,2023-02-02,Onboarding,0,
TKT01886,CUST0781,2023-07-02,Bug Report,1,7
TKT01887,CUST0781,2023-05-24,Technical,1,2
TKT01888,CUST0781,2023-03-25,Technical,1,6
TKT01889,CUST0781,2023-04-07,Bug Report,1,4
TKT01890,CUST0782,2023-07-01,Billing,0,
TKT01891,CUST0784,2024-02-06,Feature Request,1,12
TKT01892,CUST0784,2024-01-19,Billing,1,2
TKT01893,CUST0784,2024-03-07,Bug Report,1,1
TKT01894,CUST0786,2023-12-20,Technical,0,
TKT01895,CUST0786,2024-02-08,Technical,1,12
TKT01896,CUST0787,2023-07-20,Technical,1,7
TKT01897,CUST0788,2023-11-05,Billing,1,5
TKT01898,CUST0788,2023-01-22,Technical,1,11
TKT01899,CUST0789,2023-05-06,Feature Request,1,11
TKT01900,CUST0790,2023-06-08,Technical,1,4
TKT01901,CUST0790,2023-06-18,Bug Report,1,12
TKT01902,CUST0791,2023-10-10,Billing,1,13
TKT01903,CUST0791,2023-04-05,Technical,1,6
TKT01904,CUST0792,2023-12-18,Feature Request,1,11
TKT01905,CUST0792,2023-05-06,Bug Report,1,3
TKT01906,CUST0793,2023-08-09,Bug Report,0,
TKT01907,CUST0793,2023-11-12,Billing,1,11
TKT01908,CUST0793,2023-11-07,Bug Report,1,4
TKT01909,CUST0793,2023-07-14,Feature Request,1,8
TKT01910,CUST0793,2023-05-14,Bug Report,0,
TKT01911,CUST0793,2023-07-03,Technical,1,11
TKT01912,CUST0794,2023-08-21,Feature Request,0,
TKT01913,CUST0795,2022-03-17,Technical,1,14
TKT01914,CUST0795,2022-03-20,Billing,0,
TKT01915,CUST0796,2023-05-06,Bug Report,1,5
TKT01916,CUST0796,2023-05-29,Onboarding,1,1
TKT01917,CUST0796,2023-05-19,Technical,1,5
TKT01918,CUST0796,2023-05-29,Technical,1,3
TKT01919,CUST0796,2023-05-25,Feature Request,0,
TKT01920,CUST0797,2023-03-06,Billing,1,4
TKT01921,CUST0797,2024-01-05,Onboarding,1,8
TKT01922,CUST0797,2024-01-21,Bug Report,1,8
TKT01923,CUST0798,2022-10-11,Bug Report,1,8
TKT01924,CUST0798,2023-02-21,Onboarding,1,10
TKT01925,CUST0798,2023-03-13,Feature Request,1,11
TKT01926,CUST0800,2023-07-14,Onboarding,0,
TKT01927,CUST0800,2023-04-26,Bug Report,1,4
TKT01928,CUST0800,2023-07-03,Feature Request,1,14
TKT01929,CUST0801,2023-10-23,Technical,0,
TKT01930,CUST0801,2023-01-27,Feature Request,1,14
TKT01931,CUST0801,2023-09-28,Bug Report,0,
TKT01932,CUST0801,2023-08-18,Onboarding,1,4
TKT01933,CUST0801,2023-09-13,Technical,1,12
TKT01934,CUST0801,2023-05-06,Bug Report,0,
TKT01935,CUST0801,2022-11-16,Feature Request,0,
TKT01936,CUST0803,2023-09-28,Technical,0,
TKT01937,CUST0803,2023-11-15,Technical,0,
TKT01938,CUST0803,2023-12-16,Feature Request,1,3
TKT01939,CUST0803,2023-08-26,Onboarding,0,
TKT01940,CUST0803,2023-09-14,Feature Request,1,14
TKT01941,CUST0803,2023-12-21,Technical,1,4
TKT01942,CUST0803,2023-10-11,Billing,1,13
TKT01943,CUST0803,2024-01-11,Technical,0,
TKT01944,CUST0804,2023-11-14,Bug Report,0,
TKT01945,CUST0805,2023-04-23,Bug Report,1,2
TKT01946,CUST0805,2022-10-01,Feature Request,1,3
TKT01947,CUST0805,2023-05-22,Technical,1,10
TKT01948,CUST0805,2022-11-25,Feature Request,1,10
TKT01949,CUST0805,2023-03-17,Bug Report,1,8
TKT01950,CUST0806,2023-09-25,Billing,1,12
TKT01951,CUST0808,2023-09-16,Bug Report,0,
TKT01952,CUST0809,2022-07-14,Onboarding,1,2
TKT01953,CUST0809,2022-09-06,Technical,0,
TKT01954,CUST0810,2022-06-15,Onboarding,0,
TKT01955,CUST0811,2024-01-28,Bug Report,1,12
TKT01956,CUST0813,2023-03-06,Onboarding,1,13
TKT01957,CUST0813,2023-06-16,Feature Request,1,4
TKT01958,CUST0813,2022-08-20,Onboarding,1,8
TKT01959,CUST0813,2022-09-28,Feature Request,1,5
TKT01960,CUST0813,2023-05-13,Onboarding,1,13
TKT01961,CUST0813,2023-04-10,Billing,1,4
TKT01962,CUST0813,2022-09-11,Technical,1,9
TKT01963,CUST0816,2023-10-11,Feature Request,1,14
TKT01964,CUST0816,2023-05-30,Feature Request,1,14
TKT01965,CUST0817,2023-10-05,Technical,1,12
TKT01966,CUST0817,2023-07-06,Feature Request,1,5
TKT01967,CUST0817,2023-05-14,Technical,1,6
TKT01968,CUST0818,2023-05-09,Technical,1,1
TKT01969,CUST0818,2023-09-30,Technical,1,7
TKT01970,CUST0818,2023-09-17,Billing,1,4
TKT01971,CUST0819,2022-07-17,Bug Report,0,
TKT01972,CUST0819,2023-11-27,Technical,0,
TKT01973,CUST0819,2024-01-21,Billing,0,
TKT01974,CUST0820,2023-01-18,Billing,1,4
TKT01975,CUST0820,2023-06-07,Bug Report,1,3
TKT01976,CUST0820,2023-05-24,Billing,1,5
TKT01977,CUST0821,2022-12-03,Billing,1,1
TKT01978,CUST0822,2024-02-14,Technical,1,5
TKT01979,CUST0822,2024-02-02,Technical,1,5
TKT01980,CUST0823,2023-02-12,Feature Request,1,9
TKT01981,CUST0823,2023-08-07,Bug Report,1,13
TKT01982,CUST0824,2022-11-05,Bug Report,1,13
TKT01983,CUST0824,2022-11-07,Bug Report,1,1
TKT01984,CUST0824,2022-10-30,Billing,1,8
TKT01985,CUST0824,2022-10-18,Feature Request,1,4
TKT01986,CUST0824,2022-11-08,Billing,1,6
TKT01987,CUST0824,2022-10-31,Technical,0,
TKT01988,CUST0824,2022-10-15,Technical,0,
TKT01989,CUST0824,2022-10-22,Feature Request,1,10
TKT01990,CUST0825,2023-04-04,Technical,1,5
TKT01991,CUST0825,2023-03-21,Billing,1,10
TKT01992,CUST0825,2023-04-01,Technical,0,
TKT01993,CUST0825,2023-03-30,Feature Request,1,12
TKT01994,CUST0825,2023-04-04,Feature Request,1,8
TKT01995,CUST0825,2023-03-25,Bug Report,0,
TKT01996,CUST0825,2023-03-31,Technical,1,9
TKT01997,CUST0826,2023-02-23,Technical,1,4
